seed,family,job,arm,backend,mode,descriptor_index,chunk_ids,tokens,ready_skew_us,issue_skew_us,gpu_start_skew_us,ready_to_issue_us,issue_to_gpu_start_us,ready_to_gpu_start_us,gpu_comm_envelope_us,gpu_kernel_duration_us,router_overlap_us,router_overlap,rank_issues_before_final_router
13042,balanced,2,MSCCLPP-D,mscclpp,D,4,4,512,1008.917,2521.66,1860.253,135070.27850000001,1714.9535,136785.23200000002,2704.034,726.0235,0.0,False,0
13042,balanced,2,MSCCLPP-D,mscclpp,D,5,5,512,501.548,1928.108,1987.221,136841.038,1396.7265,138237.7645,2971.299,732.6795,0.0,False,0
13042,balanced,2,MSCCLPP-D,mscclpp,D,6,6+7,1024,753.782,2045.341,1984.174,138860.0755,2318.7595,141178.835,4275.877,2971.1324999999997,0.0,False,0
13042,balanced,2,MSCCLPP-P,mscclpp,P,0,0,512,834.27,910.443,860.606,17488.298499999997,1516.5485,19004.847,1725.445,1292.801,0.0,False,0
13042,balanced,2,MSCCLPP-P,mscclpp,P,1,1,512,751.956,1045.085,992.709,33148.9415,1452.145,34601.086500000005,1994.17,1121.7894999999999,0.0,False,0
13042,balanced,2,MSCCLPP-P,mscclpp,P,2,2,512,749.238,909.805,847.287,51254.2895,1460.5720000000001,52714.8615,1350.068,637.4335,0.0,False,0
13042,balanced,2,MSCCLPP-P,mscclpp,P,3,3,512,706.17,802.627,735.67,69210.0545,1447.6855,70657.74,1566.138,982.0155,0.0,False,0
13042,balanced,2,MSCCLPP-P,mscclpp,P,4,4,512,677.538,830.324,731.575,87162.63,1462.5205,88625.15049999999,1526.2,890.8824999999999,0.0,False,0
13042,balanced,2,MSCCLPP-P,mscclpp,P,5,5,512,689.053,733.232,672.185,105634.7265,1450.6745,107085.40100000001,1136.06,577.5315,0.0,False,0
13042,balanced,2,MSCCLPP-P,mscclpp,P,6,6+7,1024,668.145,635.506,550.326,139875.7905,2503.348,142379.1385,3877.341,3122.1949999999997,0.0,False,0
13042,multiple_progressive_shards,0,NCCL-D,nccl,D,0,0,128,986.14,176.703,171.3,132411.7035,86.98949999999999,132498.693,358.114,178.917,0.0,False,0
13042,multiple_progressive_shards,0,NCCL-D,nccl,D,1,1,256,906.725,69.991,70.592,135501.16999999998,87.0965,135588.2665,185.018,114.777,0.0,False,0
13042,multiple_progressive_shards,0,NCCL-D,nccl,D,2,2,384,899.396,116.696,205.998,141778.776,130.52100000000002,141909.29700000002,221.684,73.501,0.0,False,0
13042,multiple_progressive_shards,0,NCCL-D,nccl,D,3,3,512,866.38,117.507,305.186,152531.9725,165.1225,152697.095,307.994,65.079,0.0,False,0
13042,multiple_progressive_shards,0,NCCL-D,nccl,D,4,4,640,860.533,126.933,381.948,167021.978,203.5395,167225.51750000002,385.062,69.413,0.0,False,0
13042,multiple_progressive_shards,0,NCCL-D,nccl,D,5,5,768,872.432,84.295,85.058,183681.3005,426.64549999999997,184107.946,88.156,3.105,0.0,False,0
13042,multiple_progressive_shards,0,NCCL-D,nccl,D,6,6+7,1408,850.888,120.979,899.39,208586.81650000002,459.2195,209046.036,902.488,66.414,0.0,False,0
13042,multiple_progressive_shards,0,NCCL-P,nccl,P,0,0,128,348.352,207.925,207.376,5513.2665,63.9995,5577.266,350.704,149.98399999999998,0.0,False,0
13042,multiple_progressive_shards,0,NCCL-P,nccl,P,1,1,256,276.946,129.089,128.304,17135.6815,68.7715,17204.453,270.352,133.84,0.0,False,0
13042,multiple_progressive_shards,0,NCCL-P,nccl,P,2,2,384,278.9,430.776,429.394,35454.151,155.377,35609.528000000006,473.428,41.762,0.0,False,0
13042,multiple_progressive_shards,0,NCCL-P,nccl,P,3,3,512,276.02,38.35,42.358,61577.272,236.51999999999998,61813.792,45.144,2.9299999999999997,0.0,False,0
13042,multiple_progressive_shards,0,NCCL-P,nccl,P,4,4,640,258.364,2181.086,2180.014,94965.30600000001,319.061,95284.367,2183.41,3.17,0.0,False,0
13042,multiple_progressive_shards,0,NCCL-P,nccl,P,5,5,768,244.013,1196.734,1200.662,136578.1005,396.865,136974.9655,1203.728,2.9299999999999997,0.0,False,0
13042,multiple_progressive_shards,0,NCCL-P,nccl,P,6,6+7,1408,218.892,1663.409,1666.038,200550.0705,800.8955000000001,201350.96600000001,1669.106,2.915,0.0,False,0
13042,multiple_progressive_shards,0,MSCCLPP-D,mscclpp,D,0,0,128,237.969,31.674,65.71,128436.3635,750.946,129187.3095,265.382,228.461,0.0,False,0
13042,multiple_progressive_shards,0,MSCCLPP-D,mscclpp,D,1,1,256,206.899,58.682,40.009,128553.7625,765.7185,129319.481,499.79,478.2185,0.0,False,0
13042,multiple_progressive_shards,0,MSCCLPP-D,mscclpp,D,2,2,384,188.886,114.989,69.697,129173.5295,805.944,129979.4735,727.103,690.6869999999999,0.0,False,0
13042,multiple_progressive_shards,0,MSCCLPP-D,mscclpp,D,3,3,512,239.958,161.195,107.587,130390.0685,992.6410000000001,131382.7095,980.984,716.789,0.0,False,0
13042,multiple_progressive_shards,0,MSCCLPP-D,mscclpp,D,4,4,640,237.804,90.266,8.275,132102.778,1119.5935,133222.3715,1379.416,1372.688,0.0,False,0
13042,multiple_progressive_shards,0,MSCCLPP-D,mscclpp,D,5,5,768,252.894,137.013,274.366,134220.1395,1360.0945,135580.234,2579.453,1838.07,0.0,False,0
13042,multiple_progressive_shards,0,MSCCLPP-D,mscclpp,D,6,6+7,1408,264.011,201.677,126.01,137102.267,2015.2165,139117.4835,5063.672,4461.57,0.0,False,0
13042,multiple_progressive_shards,0,MSCCLPP-P,mscclpp,P,0,0,128,376.925,359.996,412.313,4974.0785,612.2415,5586.32,758.423,349.69550000000004,0.0,False,0
13042,multiple_progressive_shards,0,MSCCLPP-P,mscclpp,P,1,1,256,358.118,396.001,474.783,13376.8285,778.1220000000001,14154.950499999999,786.08,358.40650000000005,0.0,False,0
13042,multiple_progressive_shards,0,MSCCLPP-P,mscclpp,P,2,2,384,387.389,427.485,503.454,25853.588,877.5165,26731.1045,1331.868,957.441,0.0,False,0
13042,multiple_progressive_shards,0,MSCCLPP-P,mscclpp,P,3,3,512,365.521,733.015,416.415,45190.894,1482.455,46673.349,1743.867,1368.57,0.0,False,0
13042,multiple_progressive_shards,0,MSCCLPP-P,mscclpp,P,4,4,640,359.852,176.074,234.142,67177.01999999999,1217.652,68394.67199999999,1752.063,1162.75,0.0,False,0
13042,multiple_progressive_shards,0,MSCCLPP-P,mscclpp,P,5,5,768,352.605,102.699,224.923,93219.27600000001,1439.5430000000001,94658.819,1970.188,1712.133,0.0,False,0
13042,multiple_progressive_shards,0,MSCCLPP-P,mscclpp,P,6,6+7,1408,348.855,413.242,415.391,139994.0395,2201.0964999999997,142195.136,5443.578,4661.75,0.0,False,0
13042,multiple_progressive_shards,1,NCCL-D,nccl,D,0,0,128,1367.988,189.176,179.486,130087.02799999999,81.196,130168.224,340.038,165.63299999999998,0.0,False,0
13042,multiple_progressive_shards,1,NCCL-D,nccl,D,1,1,256,1253.99,129.445,141.95,133341.5925,70.5365,133412.12900000002,256.162,122.993,0.0,False,0
13042,multiple_progressive_shards,1,NCCL-D,nccl,D,2,2,384,1093.826,9.593,10.914,139864.2625,166.7165,140030.979,36.258,23.804000000000002,0.0,False,0
13042,multiple_progressive_shards,1,NCCL-D,nccl,D,3,3,512,1127.925,55.525,54.654,149755.98200000002,251.0745,150007.0565,57.722,3.037,0.0,False,0
13042,multiple_progressive_shards,1,NCCL-D,nccl,D,4,4,640,1126.113,123.069,396.36,163733.763,198.4585,163932.22149999999,399.458,65.453,0.0,False,0
13042,multiple_progressive_shards,1,NCCL-D,nccl,D,5,5,768,1128.377,119.858,475.308,181114.7975,240.299,181355.09649999999,478.406,66.54400000000001,0.0,False,0
13042,multiple_progressive_shards,1,NCCL-D,nccl,D,6,6+7,1408,1129.253,111.973,771.778,201130.278,512.4984999999999,201642.77649999998,774.784,5.6610000000000005,0.0,False,0
13042,multiple_progressive_shards,1,NCCL-P,nccl,P,0,0,128,600.403,544.967,545.856,5614.633,65.1935,5679.8265,704.672,172.768,0.0,False,0
13042,multiple_progressive_shards,1,NCCL-P,nccl,P,1,1,256,545.432,239.778,238.784,17504.318,66.275,17570.593,372.128,138.992,0.0,False,0
13042,multiple_progressive_shards,1,NCCL-P,nccl,P,2,2,384,520.524,146.634,149.186,35925.489,155.101,36080.59,194.884,44.337,0.0,False,0
13042,multiple_progressive_shards,1,NCCL-P,nccl,P,3,3,512,515.292,158.601,159.002,62127.803499999995,236.1175,62363.921,162.108,2.96,0.0,False,0
13042,multiple_progressive_shards,1,NCCL-P,nccl,P,4,4,640,503.633,1071.379,1070.822,95373.24600000001,319.8055,95693.0515,1074.178,3.085,0.0,False,0
13042,multiple_progressive_shards,1,NCCL-P,nccl,P,5,5,768,531.9,1823.58,1824.234,136487.491,400.728,136888.21899999998,1827.62,3.089,0.0,False,0
13042,multiple_progressive_shards,1,NCCL-P,nccl,P,6,6+7,1408,545.984,3335.052,3339.69,203762.87300000002,803.6279999999999,204566.501,3342.986,3.0439999999999996,0.0,False,0
13042,multiple_progressive_shards,1,MSCCLPP-D,mscclpp,D,0,0,128,592.618,1521.965,1456.865,129719.18549999999,762.961,130482.1465,1721.068,244.51549999999997,0.0,False,0
13042,multiple_progressive_shards,1,MSCCLPP-D,mscclpp,D,1,1,256,515.612,1319.201,1257.63,129839.12150000001,818.2045,130657.326,1776.802,504.836,0.0,False,0
13042,multiple_progressive_shards,1,MSCCLPP-D,mscclpp,D,2,2,384,501.342,1202.506,1280.146,130477.709,838.7439999999999,131316.45299999998,2935.959,1246.2115000000001,0.0,False,0
13042,multiple_progressive_shards,1,MSCCLPP-D,mscclpp,D,3,3,512,504.022,1196.018,1755.27,131677.33299999998,1287.942,132965.275,4404.364,1856.5155,0.0,False,0
13042,multiple_progressive_shards,1,MSCCLPP-D,mscclpp,D,4,4,640,516.667,1851.367,3235.99,133737.794,1772.6795,135510.4735,4584.599,1330.6875,0.0,False,0
13042,multiple_progressive_shards,1,MSCCLPP-D,mscclpp,D,5,5,768,528.231,3128.195,3344.552,136378.363,1345.8785,137724.2415,6854.817,2835.9685,0.0,False,0
13042,multiple_progressive_shards,1,MSCCLPP-D,mscclpp,D,6,6+7,1408,540.455,3386.075,4563.099,139238.38400000002,2460.946,141699.33000000002,8030.365,3661.8205,0.0,False,0
13042,multiple_progressive_shards,1,MSCCLPP-P,mscclpp,P,0,0,128,1221.72,1202.647,1115.952,4966.3645,603.9095,5570.274,1252.14,252.4185,0.0,False,0
13042,multiple_progressive_shards,1,MSCCLPP-P,mscclpp,P,1,1,256,1034.402,1156.013,1092.382,13319.9955,761.5385,14081.534,1606.436,379.906,0.0,False,0
13042,multiple_progressive_shards,1,MSCCLPP-P,mscclpp,P,2,2,384,816.28,1128.168,1099.561,25685.693,895.4145,26581.1075,1888.045,716.2925,0.0,False,0
13042,multiple_progressive_shards,1,MSCCLPP-P,mscclpp,P,3,3,512,1063.776,1218.075,1149.726,42720.9325,1066.0414999999998,43786.974,1571.616,879.613,0.0,False,0
13042,multiple_progressive_shards,1,MSCCLPP-P,mscclpp,P,4,4,640,1041.63,1062.805,897.835,66408.82250000001,1293.6399999999999,67702.4625,2324.469,1767.93,0.0,False,0
13042,multiple_progressive_shards,1,MSCCLPP-P,mscclpp,P,5,5,768,1045.77,1157.843,868.132,92742.4045,1511.9715,94254.376,2612.219,2085.375,0.0,False,0
13042,multiple_progressive_shards,1,MSCCLPP-P,mscclpp,P,6,6+7,1408,1060.835,383.162,260.913,139914.9185,2177.6925,142092.61099999998,4492.297,4354.5625,0.0,False,0
13042,multiple_progressive_shards,2,NCCL-D,nccl,D,0,0,128,659.117,190.11,184.236,129371.0465,81.41,129452.4565,340.272,186.577,0.0,False,0
13042,multiple_progressive_shards,2,NCCL-D,nccl,D,1,1,256,567.455,34.847,36.528,132550.543,77.85149999999999,132628.3945,152.144,113.953,0.0,False,0
13042,multiple_progressive_shards,2,NCCL-D,nccl,D,2,2,384,546.042,112.386,220.274,139106.791,113.704,139220.495,244.078,75.77499999999999,0.0,False,0
13042,multiple_progressive_shards,2,NCCL-D,nccl,D,3,3,512,577.919,99.656,285.826,149221.1525,157.24599999999998,149378.3985,288.832,64.315,0.0,False,0
13042,multiple_progressive_shards,2,NCCL-D,nccl,D,4,4,640,589.555,122.453,392.38,163245.874,198.2785,163444.1525,395.478,65.872,0.0,False,0
13042,multiple_progressive_shards,2,NCCL-D,nccl,D,5,5,768,594.112,107.488,248.978,180071.193,349.15999999999997,180420.353,252.014,3.075,0.0,False,0
13042,multiple_progressive_shards,2,NCCL-D,nccl,D,6,6+7,1408,599.611,153.549,927.414,200626.34100000001,452.8665,201079.20750000002,930.62,65.285,0.0,False,0
13042,multiple_progressive_shards,2,NCCL-P,nccl,P,0,0,128,522.147,456.363,455.144,5507.839,64.5145,5572.353499999999,615.016,156.88,0.0,False,0
13042,multiple_progressive_shards,2,NCCL-P,nccl,P,1,1,256,466.557,51.754,48.488,17299.0365,68.756,17367.792500000003,177.736,127.50399999999999,0.0,False,0
13042,multiple_progressive_shards,2,NCCL-P,nccl,P,2,2,384,497.511,485.978,489.628,35684.1655,154.019,35838.1845,541.69,51.857,0.0,False,0
13042,multiple_progressive_shards,2,NCCL-P,nccl,P,3,3,512,509.581,215.483,223.38,61999.407,220.9065,62220.313500000004,226.386,3.0549999999999997,0.0,False,0
13042,multiple_progressive_shards,2,NCCL-P,nccl,P,4,4,640,484.27,985.675,984.97,95289.5665,315.02250000000004,95604.589,988.076,3.0599999999999996,0.0,False,0
13042,multiple_progressive_shards,2,NCCL-P,nccl,P,5,5,768,484.613,771.478,777.298,136908.26750000002,398.09000000000003,137306.35749999998,780.502,3.281,0.0,False,0
13042,multiple_progressive_shards,2,NCCL-P,nccl,P,6,6+7,1408,490.58,1077.6,1080.17,201015.164,796.626,201811.78999999998,1083.466,3.151,0.0,False,0
13042,multiple_progressive_shards,2,MSCCLPP-D,mscclpp,D,0,0,128,1840.853,1970.627,1791.098,128722.772,775.9275,129498.6995,2068.332,227.70299999999997,0.0,False,0
13042,multiple_progressive_shards,2,MSCCLPP-D,mscclpp,D,1,1,256,1182.805,1821.894,1650.52,128519.2585,839.0889999999999,129358.3475,2158.426,445.953,0.0,False,0
13042,multiple_progressive_shards,2,MSCCLPP-D,mscclpp,D,2,2,384,1384.733,1717.021,1637.223,129287.856,826.012,130113.868,3351.395,1227.7815,0.0,False,0
13042,multiple_progressive_shards,2,MSCCLPP-D,mscclpp,D,3,3,512,1611.761,1687.83,2128.722,130609.2995,1262.386,131871.6855,3134.285,996.3515,0.0,False,0
13042,multiple_progressive_shards,2,MSCCLPP-D,mscclpp,D,4,4,640,1610.202,2122.791,2049.879,132610.4805,1123.451,133733.9315,3719.004,1499.6485,0.0,False,0
13042,multiple_progressive_shards,2,MSCCLPP-D,mscclpp,D,5,5,768,1618.81,1943.548,2041.691,134718.13,1447.5395,136165.6695,3791.707,1576.961,0.0,False,0
13042,multiple_progressive_shards,2,MSCCLPP-D,mscclpp,D,6,6+7,1408,1628.723,2086.217,2025.316,137712.79499999998,1885.1825,139597.9775,6058.847,3605.4995,0.0,False,0
13042,multiple_progressive_shards,2,MSCCLPP-P,mscclpp,P,0,0,128,175.455,214.17,147.268,4915.3675,595.828,5511.1955,449.346,319.4885,0.0,False,0
13042,multiple_progressive_shards,2,MSCCLPP-P,mscclpp,P,1,1,256,91.604,193.419,157.509,13277.699499999999,777.761,14055.460500000001,577.539,494.59749999999997,0.0,False,0
13042,multiple_progressive_shards,2,MSCCLPP-P,mscclpp,P,2,2,384,142.142,110.304,33.611,25567.881999999998,872.9014999999999,26440.783499999998,1161.04,994.8235,0.0,False,0
13042,multiple_progressive_shards,2,MSCCLPP-P,mscclpp,P,3,3,512,86.15,213.341,144.197,42580.1275,1053.3029999999999,43633.4305,995.32,770.043,0.0,False,0
13042,multiple_progressive_shards,2,MSCCLPP-P,mscclpp,P,4,4,640,86.048,320.31,238.4,64419.645000000004,1217.471,65637.11600000001,1475.4,1354.75,0.0,False,0
13042,multiple_progressive_shards,2,MSCCLPP-P,mscclpp,P,5,5,768,85.958,394.279,268.104,90076.3765,1442.7514999999999,91519.128,2287.432,2151.4300000000003,0.0,False,0
13042,multiple_progressive_shards,2,MSCCLPP-P,mscclpp,P,6,6+7,1408,82.937,1053.904,908.104,137095.3845,2128.424,139223.80849999998,3842.885,3222.5235000000002,0.0,False,0
13042,skewed,0,NCCL-D,nccl,D,0,0,512,241.479,162.9,271.514,128883.8015,153.773,129037.5745,324.14,157.44699999999997,0.0,False,0
13042,skewed,0,NCCL-D,nccl,D,1,1,512,89.421,139.008,284.364,150413.5975,153.298,150566.89549999998,322.724,97.96199999999999,0.0,False,0
13042,skewed,0,NCCL-D,nccl,D,2,2,512,78.799,143.213,307.54,178118.488,153.2675,178271.7555,351.592,88.874,0.0,False,0
13042,skewed,0,NCCL-D,nccl,D,3,3,512,77.588,135.099,311.754,199841.89250000002,155.0325,199996.925,314.76,67.452,0.0,False,0
13042,skewed,0,NCCL-D,nccl,D,4,4,512,31.478,128.794,307.434,223544.022,155.112,223699.13400000002,310.44,68.558,0.0,False,0
13042,skewed,0,NCCL-D,nccl,D,5,5,512,33.486,135.605,311.952,247379.39750000002,156.5445,247535.94199999998,314.958,68.596,0.0,False,0
13042,skewed,0,NCCL-D,nccl,D,6,6+7,1024,27.065,134.613,562.85,269883.289,368.31149999999997,270251.6005,565.872,66.42099999999999,0.0,False,0
13042,skewed,0,NCCL-P,nccl,P,0,0,512,2278.686,2918.737,2895.734,17847.197500000002,199.9555,18047.153,3016.95,83.03999999999999,0.0,False,0
13042,skewed,0,NCCL-P,nccl,P,1,1,512,2659.474,12095.869,12236.566,47633.739499999996,143.8845,47777.623999999996,12286.23,105.75900000000001,0.0,False,0
13042,skewed,0,NCCL-P,nccl,P,2,2,512,2669.407,12075.169,12218.842,85101.364,144.3825,85245.74650000001,12267.06,97.63,0.0,False,0
13042,skewed,0,NCCL-P,nccl,P,3,3,512,2681.186,12070.502,12234.368,124197.621,147.055,124344.676,12240.822,75.851,0.0,False,0
13042,skewed,0,NCCL-P,nccl,P,4,4,512,2787.096,12052.067,12219.384,161030.9545,149.1965,161180.151,12230.386,77.004,0.0,False,0
13042,skewed,0,NCCL-P,nccl,P,5,5,512,2726.979,17371.471,17424.858,219831.26299999998,91.0395,219922.3025,17845.268,280.571,0.0,False,0
13042,skewed,0,NCCL-P,nccl,P,6,6+7,1024,3252.812,28655.814,29091.56,284848.144,283.32800000000003,285131.472,29094.582,72.419,0.0,False,0
13042,skewed,0,MSCCLPP-D,mscclpp,D,0,0,512,12273.654,12903.274,13025.385,130452.49799999999,1592.5605,132045.05849999998,13667.432,1193.5155,0.0,False,0
13042,skewed,0,MSCCLPP-D,mscclpp,D,1,1,512,12861.079,13092.227,12309.526,129843.019,1458.9415,131301.9605,12484.619,1249.273,0.0,False,0
13042,skewed,0,MSCCLPP-D,mscclpp,D,2,2,512,12885.755,12385.759,10898.448,131623.131,1716.5845,133339.7155,11398.151,1312.25,0.0,False,0
13042,skewed,0,MSCCLPP-D,mscclpp,D,3,3,512,12945.078,10957.526,9689.104,133648.386,1635.855,135284.24099999998,9906.198,842.25,0.0,False,0
13042,skewed,0,MSCCLPP-D,mscclpp,D,4,4,512,13081.732,9763.875,9133.073,135580.9855,1314.57,136895.55550000002,9383.964,975.883,0.0,False,0
13042,skewed,0,MSCCLPP-D,mscclpp,D,5,5,512,14135.011,9184.062,8280.073,136690.1725,1432.6075,138122.78,8538.104,1046.008,0.0,False,0
13042,skewed,0,MSCCLPP-D,mscclpp,D,6,6+7,1024,14771.057,8466.898,7671.823,138492.6795,2052.2015,140544.881,8051.729,2494.469,0.0,False,0
13042,skewed,0,MSCCLPP-P,mscclpp,P,0,0,512,188.064,272.359,19.388,18310.800499999998,1287.1945,19597.995,2429.961,1328.1329999999998,0.0,False,0
13042,skewed,0,MSCCLPP-P,mscclpp,P,1,1,512,333.996,117.12,340.041,33518.614,1172.3575,34690.9715,1624.143,718.34,0.0,False,0
13042,skewed,0,MSCCLPP-P,mscclpp,P,2,2,512,324.857,465.979,749.651,50881.871,1168.941,52050.812,2316.37,970.754,0.0,False,0
13042,skewed,0,MSCCLPP-P,mscclpp,P,3,3,512,322.822,909.677,1188.948,68224.6195,1145.9595,69370.579,2483.276,730.625,0.0,False,0
13042,skewed,0,MSCCLPP-P,mscclpp,P,4,4,512,323.731,979.274,1260.62,85793.2665,1149.187,86942.4535,3422.292,1156.6095,0.0,False,0
13042,skewed,0,MSCCLPP-P,mscclpp,P,5,5,512,299.343,1749.723,1997.885,103349.5,1163.703,104513.20300000001,3846.213,1000.961,0.0,False,0
13042,skewed,0,MSCCLPP-P,mscclpp,P,6,6+7,1024,86.728,3950.58,4586.573,137820.599,1952.5065,139773.1055,9985.104,2991.1095,0.0,False,0
13042,skewed,1,NCCL-D,nccl,D,0,0,512,22217.546,299.72,370.94,161772.315,140.663,161912.978,547.026,209.9,0.0,False,0
13042,skewed,1,NCCL-D,nccl,D,1,1,512,22111.003,149.149,315.918,183387.438,153.5335,183540.97149999999,320.74,95.047,0.0,False,0
13042,skewed,1,NCCL-D,nccl,D,2,2,512,22104.539,130.455,275.086,210598.975,177.2525,210776.2275,278.092,69.794,0.0,False,0
13042,skewed,1,NCCL-D,nccl,D,3,3,512,22121.935,125.413,289.368,234150.191,170.0435,234320.23450000002,292.374,83.893,0.0,False,0
13042,skewed,1,NCCL-D,nccl,D,4,4,512,22081.081,128.096,312.914,261797.0955,160.031,261957.1265,315.904,82.893,0.0,False,0
13042,skewed,1,NCCL-D,nccl,D,5,5,512,22000.143,121.841,267.914,283062.203,177.9145,283240.1175,270.934,70.723,0.0,False,0
13042,skewed,1,NCCL-D,nccl,D,6,6+7,1024,21549.553,135.475,497.804,308563.96499999997,401.9105,308965.87549999997,500.764,70.40400000000001,0.0,False,0
13042,skewed,1,NCCL-P,nccl,P,0,0,512,4549.109,4700.296,4702.892,17274.9185,204.227,17479.1455,4749.836,60.144,0.0,False,0
13042,skewed,1,NCCL-P,nccl,P,1,1,512,4442.126,12289.097,12440.044,48913.6125,144.8265,49058.439,12463.05,125.471,0.0,False,0
13042,skewed,1,NCCL-P,nccl,P,2,2,512,4342.085,12279.352,12428.39,90627.8395,147.796,90775.6355,12431.534,81.09,0.0,False,0
13042,skewed,1,NCCL-P,nccl,P,3,3,512,4199.211,12298.824,12457.708,128775.5995,150.937,128926.5365,12460.714,112.35,0.0,False,0
13042,skewed,1,NCCL-P,nccl,P,4,4,512,3492.032,12243.293,12373.862,166351.4885,168.2035,166519.69199999998,12376.868,76.126,0.0,False,0
13042,skewed,1,NCCL-P,nccl,P,5,5,512,3480.471,12567.771,12678.794,206912.85,146.5195,207059.3695,12711.05,93.665,0.0,False,0
13042,skewed,1,NCCL-P,nccl,P,6,6+7,1024,4130.159,17180.637,17195.03,258389.239,545.2235000000001,258934.4625,17198.05,3.051,0.0,False,0
13042,skewed,1,MSCCLPP-D,mscclpp,D,0,0,512,1255.035,1380.708,1579.092,129242.5055,1423.902,130666.4075,2045.312,1149.1245,0.0,False,0
13042,skewed,1,MSCCLPP-D,mscclpp,D,1,1,512,1197.667,1426.75,600.779,128688.20550000001,1418.4205,130106.626,2838.531,1549.828,0.0,False,0
13042,skewed,1,MSCCLPP-D,mscclpp,D,2,2,512,1202.4,490.139,1170.721,130529.8635,1807.738,132337.6015,3533.096,1289.7265,0.0,False,0
13042,skewed,1,MSCCLPP-D,mscclpp,D,3,3,512,1177.929,1262.433,2493.736,132725.023,1555.2785,134280.3015,4457.783,1106.953,0.0,False,0
13042,skewed,1,MSCCLPP-D,mscclpp,D,4,4,512,1095.507,2578.621,3415.345,134663.917,1386.346,136050.263,6047.017,1428.992,0.0,False,0
13042,skewed,1,MSCCLPP-D,mscclpp,D,5,5,512,620.559,3535.407,4986.127,136183.145,1700.904,137884.049,6874.392,1056.7730000000001,0.0,False,0
13042,skewed,1,MSCCLPP-D,mscclpp,D,6,6+7,1024,1058.031,5385.314,5394.72,138870.5575,1613.307,140483.8645,8629.548,1890.312,0.0,False,0
13042,skewed,1,MSCCLPP-P,mscclpp,P,0,0,512,217.51,1862.336,1736.77,19463.422,1237.029,20700.451,1979.465,1041.9255,0.0,False,0
13042,skewed,1,MSCCLPP-P,mscclpp,P,1,1,512,185.997,983.857,962.63,34729.288,1138.0225,35867.31050000001,1881.086,1061.371,0.0,False,0
13042,skewed,1,MSCCLPP-P,mscclpp,P,2,2,512,144.947,479.186,453.7,52554.826499999996,1114.0839999999998,53668.9105,2048.0,1146.367,0.0,False,0
13042,skewed,1,MSCCLPP-P,mscclpp,P,3,3,512,121.347,282.499,312.253,70135.004,1080.012,71215.016,1570.738,718.328,0.0,False,0
13042,skewed,1,MSCCLPP-P,mscclpp,P,4,4,512,127.549,1209.188,1213.363,87877.70449999999,1065.1715,88942.87599999999,2979.769,960.5155,0.0,False,0
13042,skewed,1,MSCCLPP-P,mscclpp,P,5,5,512,186.745,2404.748,2395.05,105782.6145,1054.9479999999999,106837.5625,4231.097,1004.031,0.0,False,0
13042,skewed,1,MSCCLPP-P,mscclpp,P,6,6+7,1024,1352.56,2678.936,3095.488,138893.802,2010.463,140904.265,7653.316,2511.367,0.0,False,0
13042,skewed,2,NCCL-D,nccl,D,0,0,512,965.55,189.367,267.034,131154.34149999998,149.0885,131303.43,363.546,139.412,0.0,False,0
13042,skewed,2,NCCL-D,nccl,D,1,1,512,881.367,136.665,302.116,152810.149,156.4005,152966.5495,305.092,71.80799999999999,0.0,False,0
13042,skewed,2,NCCL-D,nccl,D,2,2,512,882.203,101.861,270.044,181170.693,160.5175,181331.2105,273.05,88.89,0.0,False,0
13042,skewed,2,NCCL-D,nccl,D,3,3,512,849.924,119.202,297.28,204850.698,159.91,205010.608,300.286,85.709,0.0,False,0
13042,skewed,2,NCCL-D,nccl,D,4,4,512,787.743,123.74,308.968,226304.7515,157.34799999999998,226462.0995,312.128,81.948,0.0,False,0
13042,skewed,2,NCCL-D,nccl,D,5,5,512,824.861,125.726,305.902,253404.6285,155.969,253560.59749999997,308.922,67.74900000000001,0.0,False,0
13042,skewed,2,NCCL-D,nccl,D,6,6+7,1024,776.291,124.7,601.83,280245.50950000004,346.03799999999995,280591.5475,604.852,94.10199999999999,0.0,False,0
13042,skewed,2,NCCL-P,nccl,P,0,0,512,3083.622,6383.766,6382.634,20155.151,207.235,20362.386,6431.37,105.32799999999999,0.0,False,0
13042,skewed,2,NCCL-P,nccl,P,1,1,512,684.241,12274.482,12411.658,55609.985499999995,157.876,55767.8615,12414.664,80.944,0.0,False,0
13042,skewed,2,NCCL-P,nccl,P,2,2,512,634.793,12265.072,12392.648,99203.4565,166.583,99370.0395,12404.648,103.103,0.0,False,0
13042,skewed,2,NCCL-P,nccl,P,3,3,512,621.851,12254.672,12412.872,139201.1405,151.70600000000002,139352.84649999999,12415.878,81.635,0.0,False,0
13042,skewed,2,NCCL-P,nccl,P,4,4,512,625.536,12242.141,12373.824,176817.7595,159.0685,176976.828,12394.852,85.80799999999999,0.0,False,0
13042,skewed,2,NCCL-P,nccl,P,5,5,512,545.454,12262.468,12409.074,220478.723,151.993,220630.71600000001,12412.08,77.263,0.0,False,0
13042,skewed,2,NCCL-P,nccl,P,6,6+7,1024,52.612,24720.574,24727.524,276972.097,554.898,277526.995,24730.544,2.959,0.0,False,0
13042,skewed,2,MSCCLPP-D,mscclpp,D,0,0,512,1144.808,2373.555,439.639,128681.9935,2736.078,131418.0715,2511.482,1125.0075,0.0,False,0
