config_id,scenario,topk,chunks,pair_index,order,P_e2e_ms,D_e2e_ms,D_minus_P_ms,relative_speedup
balanced_topk1_chunks4,balanced,1,4,65,"P,D",2.0285439491271973,2.0439040660858154,0.015360116958618164,0.007515087040280517
balanced_topk1_chunks4,balanced,1,4,66,"D,P",2.0285439491271973,2.0439040660858154,0.015360116958618164,0.007515087040280517
balanced_topk1_chunks4,balanced,1,4,67,"P,D",2.027519941329956,2.041856050491333,0.014336109161376953,0.007021116477788553
balanced_topk1_chunks4,balanced,1,4,68,"D,P",2.031615972518921,2.045952081680298,0.014336109161376953,0.007007060082073381
balanced_topk1_chunks4,balanced,1,4,69,"P,D",2.032639980316162,2.0480000972747803,0.015360116958618164,0.0075000567524666955
balanced_topk1_chunks4,balanced,1,4,70,"D,P",2.027519941329956,2.0449280738830566,0.017408132553100586,0.008512833666586997
balanced_topk1_chunks4,balanced,1,4,71,"P,D",2.0285439491271973,2.0449280738830566,0.016384124755859375,0.008012078745023056
balanced_topk1_chunks4,balanced,1,4,72,"D,P",2.0305919647216797,2.042880058288574,0.012288093566894531,0.006015083223823184
balanced_topk1_chunks4,balanced,1,4,73,"P,D",2.0285439491271973,2.0449280738830566,0.016384124755859375,0.008012078745023056
balanced_topk1_chunks4,balanced,1,4,74,"D,P",2.0295679569244385,2.042880058288574,0.013312101364135742,0.006516340159141783
balanced_topk1_chunks4,balanced,1,4,75,"P,D",2.0295679569244385,2.0439040660858154,0.014336109161376953,0.0070140812375951486
balanced_topk1_chunks4,balanced,1,4,76,"D,P",2.0305919647216797,2.0449280738830566,0.014336109161376953,0.007010568901895174
balanced_topk1_chunks4,balanced,1,4,77,"P,D",2.0305919647216797,2.046976089477539,0.016384124755859375,0.008004062597546602
balanced_topk1_chunks4,balanced,1,4,78,"D,P",2.0295679569244385,2.046976089477539,0.017408132553100586,0.008504316509893264
balanced_topk1_chunks4,balanced,1,4,79,"P,D",2.031615972518921,2.042880058288574,0.01126408576965332,0.005513826288504585
balanced_topk1_chunks4,balanced,1,4,80,"D,P",2.0295679569244385,2.0439040660858154,0.014336109161376953,0.0070140812375951486
balanced_topk1_chunks4,balanced,1,4,81,"P,D",2.027519941329956,2.042880058288574,0.015360116958618164,0.00751885402977898
balanced_topk1_chunks4,balanced,1,4,82,"D,P",2.027519941329956,2.0439040660858154,0.016384124755859375,0.008016092842965884
balanced_topk1_chunks4,balanced,1,4,83,"P,D",2.037760019302368,2.042880058288574,0.005120038986206055,0.0025062846765929936
balanced_topk1_chunks4,balanced,1,4,84,"D,P",2.0285439491271973,2.0439040660858154,0.015360116958618164,0.007515087040280517
balanced_topk1_chunks4,balanced,1,4,85,"P,D",2.0305919647216797,2.0449280738830566,0.014336109161376953,0.007010568901895174
balanced_topk1_chunks4,balanced,1,4,86,"D,P",2.032639980316162,2.045952081680298,0.013312101364135742,0.006506555790496711
balanced_topk1_chunks4,balanced,1,4,87,"P,D",2.0305919647216797,2.0480000972747803,0.017408132553100586,0.008500064319462255
balanced_topk1_chunks4,balanced,1,4,88,"D,P",2.0295679569244385,2.0449280738830566,0.015360116958618164,0.007511323823459115
balanced_topk1_chunks4,balanced,1,4,89,"P,D",2.0285439491271973,2.0449280738830566,0.016384124755859375,0.008012078745023056
balanced_topk1_chunks4,balanced,1,4,90,"D,P",2.0295679569244385,2.040832042694092,0.01126408576965332,0.00551935952298341
balanced_topk1_chunks4,balanced,1,4,91,"P,D",2.027519941329956,2.042880058288574,0.015360116958618164,0.00751885402977898
balanced_topk1_chunks4,balanced,1,4,92,"D,P",2.0285439491271973,2.042880058288574,0.014336109161376953,0.007017597094460382
balanced_topk1_chunks4,balanced,1,4,93,"P,D",2.0295679569244385,2.041856050491333,0.012288093566894531,0.006018099838104474
balanced_topk1_chunks4,balanced,1,4,94,"D,P",2.0305919647216797,2.0449280738830566,0.014336109161376953,0.007010568901895174
balanced_topk1_chunks4,balanced,1,4,95,"P,D",2.0285439491271973,2.0490241050720215,0.02048015594482422,0.00999507809309269
balanced_topk1_chunks4,balanced,1,4,96,"D,P",2.0305919647216797,2.0449280738830566,0.014336109161376953,0.007010568901895174
balanced_topk1_chunks4,balanced,1,4,97,"P,D",2.0295679569244385,2.042880058288574,0.013312101364135742,0.006516340159141783
balanced_topk1_chunks4,balanced,1,4,98,"D,P",2.027519941329956,2.041856050491333,0.014336109161376953,0.007021116477788553
balanced_topk1_chunks4,balanced,1,4,99,"P,D",2.0295679569244385,2.0449280738830566,0.015360116958618164,0.007511323823459115
balanced_topk1_chunks8,balanced,1,8,0,"D,P",4.646912097930908,4.689919948577881,0.043007850646972656,0.009170273931863992
balanced_topk1_chunks8,balanced,1,8,1,"P,D",4.646912097930908,4.696063995361328,0.04915189743041992,0.01046661576140596
balanced_topk1_chunks8,balanced,1,8,2,"D,P",4.6438398361206055,4.692992210388184,0.049152374267578125,0.010473568261796126
