seed,family,job,rank,mode,descriptor_index,trigger,chunk_ids,tokens,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,reveal_to_commit_us,packing_delay_us,post_pack_enqueue_delay_us,gpu_queue_delay_us,gpu_queue_clock_map_raw_us,adapter_issue_host_ns,adapter_issue_before_final_router,ready_to_gpu_start_us,bridge_publish_delay_us,state_binder_guard_us,frozen_cpu_packing_us,digest_bookkeeping_us,adapter_cpu_byte_pack_us,native_wrapper_to_launch_return_us,kernel_launch_api_us,put_kernel_duration_us,queue_previous_put_us,queue_future_router_us,queue_staging_us,queue_other_idle_us,native_put_issue_before_final_router,put_gpu_start_after_final_router,router_put_gpu_overlap,wrong_event_dependency,future_pack_dependency,event_reuse_hazard,put_blocked_by_previous_wait,put_blocked_by_previous_put,put_blocked_by_unresolved_event,pack_event_id,pack_event_producer_stream,comm_stream,comm_stream_sequence_number,preceding_operation,dependency_resolved_sync
13042,skewed,0,1,normal,0,0,0,512,10813316430059754,10813316430231472,10813316430732496,10813316430858487,10813316435160937,10813316435250736,10813316435352802,10813316448461732,10813316435456463,10813316448514413,10813316449931634,10813316449928302,10813316449940029,10813316449962325,10813316449968973,10813316449978476,10813316449977334,10813316452978685,N/A,10813316583625725,10813316583630834,10813316435882736,17729.236,1469.902,46.842,0.0,-1.142,10813316447698719,False,19244.838,125.991,4494.315,823.952,11359.014,699.048,16.151,9.503,3001.351,0.0,0.0,0.0,0.0,False,True,False,0,0,0,0,0,0,139798368567376,0,135213808,1,origin_event,False
13042,skewed,0,1,normal,1,1,1,512,10813316430805659,10813316430913744,10813316433506992,10813316433546997,10813316453896982,10813316454002385,10813316454091500,10813316467029177,10813316454167051,10813316467077485,10813316468384111,10813316468380418,10813316468390001,10813316468412364,10813316468419492,10813316468428138,10813316468426740,10813316469671927,N/A,10813316583633912,10813316583639037,10813316435882736,33522.185,1354.934,44.027,0.0,-1.398,10813316466355242,False,34919.748,40.005,20544.503,809.732,11327.184,617.062,15.774,8.646,1245.187,0.0,0.0,0.0,0.0,False,True,False,0,0,0,0,0,0,139798368568496,0,135213808,2,previous_put_or_self_copy,False
13042,skewed,0,1,normal,2,2,2,512,10813316433546418,10813316433614096,10813316433813040,10813316433854728,10813316472322580,10813316472448281,10813316472534513,10813316485433704,10813316472616140,10813316485482866,10813316486758775,10813316486754582,10813316486763923,10813316486783844,10813316486789966,10813316486798032,10813316486798334,10813316488931334,N/A,10813316583641069,10813316583646209,10813316435882736,51620.664,1325.071,39.257,0.302,0.302,10813316484789056,False,52985.294,41.688,38679.785,810.6,11311.761,587.522,14.188,8.066,2133.0,0.0,0.0,0.0,0.302,False,True,False,0,0,0,0,0,0,139798368569616,0,135213808,3,previous_put_or_self_copy,False
13042,skewed,0,1,normal,3,3,3,512,10813316433854884,10813316433922352,10813316434133456,10813316434163291,10813316490645162,10813316490789504,10813316490868243,10813316503715187,10813316490951042,10813316503762284,10813316505053544,10813316505050079,10813316505059283,10813316505078433,10813316505084399,10813316505091889,10813316505092099,10813316506522615,N/A,10813316583649271,10813316583654396,10813316435882736,69581.731,1338.357,38.345,0.21,0.21,10813316503105646,False,70958.643,29.835,56704.952,810.727,11294.681,555.199,13.456,7.49,1430.516,0.0,0.0,0.0,0.21,False,True,False,0,0,0,0,0,0,139798368570736,0,135213808,4,previous_put_or_self_copy,False
13042,skewed,0,1,normal,4,4,4,512,10813316434163322,10813316434245968,10813316434438736,10813316434467214,10813316509281901,10813316509438098,10813316509515925,10813316522370773,10813316509599311,10813316522419572,10813316523690355,10813316523686212,10813316523695681,10813316523714087,10813316523719866,10813316523727502,10813316523727865,10813316525382646,N/A,10813316583657459,10813316583662584,10813316435882736,87932.037,1319.582,37.147,0.363,0.363,10813316521755762,False,89289.129,28.478,75048.711,810.478,11297.617,560.451,13.415,7.636,1654.781,0.0,0.0,0.0,0.363,False,True,False,0,0,0,0,0,0,139798368571856,0,135213808,5,previous_put_or_self_copy,False
13042,skewed,0,1,normal,5,5,5,512,10813316434467293,10813316434525808,10813316434842448,10813316434873235,10813316527569383,10813316527755016,10813316527836503,10813316540695321,10813316527920646,10813316540745073,10813316542015855,10813316542011893,10813316542021382,10813316542039717,10813316542046069,10813316542054248,10813316542054396,10813316543299584,N/A,10813316583664631,10813316583669740,10813316435882736,105852.873,1320.534,38.393,0.148,0.148,10813316540084955,False,107211.948,30.787,92963.268,817.282,11297.997,553.948,14.531,8.179,1245.188,0.0,0.0,0.0,0.148,False,True,False,0,0,0,0,0,0,139798368572976,0,135213808,6,previous_put_or_self_copy,False
13042,skewed,0,1,normal,6,7,6+7,1024,10813316435637761,10813316435698416,10813316435882736,10813316435908901,10813316549476684,10813316549807037,10813316549883717,10813316575783956,10813316549977110,10813316575853929,10813316578248048,10813316578245446,10813316578256883,10813316578277066,10813316578283416,10813316578291524,10813316578291709,10813316583615490,N/A,10813316583672834,10813316583677943,10813316435882736,139901.22,2464.092,43.476,0.185,0.185,10813316574375089,False,142408.973,26.165,113974.816,1619.128,22723.192,1344.632,14.458,8.108,5323.781,0.0,0.0,0.0,0.185,False,True,False,0,0,0,0,0,0,139798368574768,0,135213808,7,previous_put_or_self_copy,False
13042,all_to_one_like,0,1,normal,0,0,0,512,10813317584421993,10813317584820092,10813317585262812,10813317585636523,10813317590674752,10813317591077216,10813317591260106,10813317604351841,10813317591437800,10813317604409411,10813317605724223,10813317605721162,10813317605730540,10813317605769314,10813317605775679,10813317605782878,10813317605783131,10813317607984724,N/A,10813317737854553,10813317737858646,10813317591790012,19089.029,1372.382,58.655,0.253,0.253,10813317603519540,False,20520.319,373.711,5623.583,848.592,11134.253,699.538,13.564,7.199,2201.593,0.0,0.0,0.0,0.253,False,True,False,0,0,0,0,0,0,139798643833360,0,135213808,1,origin_event,False
13042,all_to_one_like,0,1,normal,1,1,1,512,10813317585626828,10813317588636636,10813317588979676,10813317589021067,10813317609847444,10813317609939230,10813317610010631,10813317622697704,10813317610110365,10813317622740031,10813317623970881,10813317623967803,10813317623976154,10813317623992662,10813317623998801,10813317624012958,10813317624006232,10813317626260060,N/A,10813317737861725,10813317737865818,10813317591790012,33718.028,1273.177,42.077,0.0,-6.726,10813317622065857,False,35026.556,41.391,20989.564,817.507,11091.57,586.49,20.296,14.157,2253.828,0.0,0.0,0.0,0.0,False,True,False,0,0,0,0,0,0,139798643834704,0,135213808,2,previous_put_or_self_copy,False
13042,all_to_one_like,0,1,normal,2,2,2,512,10813317589021030,10813317589105820,10813317589312284,10813317589339644,10813317628014254,10813317628119436,10813317628190644,10813317640814262,10813317628266666,10813317640857668,10813317642072131,10813317642067707,10813317642075679,10813317642091220,10813317642097056,10813317642103676,10813317642105428,10813317644116568,N/A,10813317737868896,10813317737872974,10813317591790012,51501.978,1257.869,31.545,1.752,1.752,10813317640245219,False,52793.144,27.36,38851.0,820.575,11114.305,526.031,12.456,6.62,2011.14,0.0,0.0,0.0,1.752,False,True,False,0,0,0,0,0,0,139798643818800,0,135213808,3,previous_put_or_self_copy,False
13042,all_to_one_like,0,1,normal,3,3,3,512,10813317589339743,10813317589399964,10813317589626556,10813317589655353,10813317646087775,10813317646220581,10813317646289694,10813317658876529,10813317646364119,10813317658920001,10813317660112963,10813317660109338,10813317660116730,10813317660132603,10813317660138399,10813317660145668,10813317660145240,10813317661864537,N/A,10813317737875037,10813317737880146,10813317591790012,69249.973,1236.434,32.705,0.0,-0.428,10813317658331045,False,70518.684,28.797,56634.341,827.215,11096.147,502.584,13.065,7.269,1719.297,0.0,0.0,0.0,0.0,False,True,False,0,0,0,0,0,0,139798643821824,0,135213808,4,previous_put_or_self_copy,False
13042,all_to_one_like,0,1,normal,4,4,4,512,10813317589655420,10813317589736348,10813317589926012,10813317589952261,10813317664133012,10813317664268907,10813317664337788,10813317676945567,10813317664423829,10813317676989504,10813317678166079,10813317678162091,10813317678169714,10813317678185712,10813317678192208,10813317678199399,10813317678199381,10813317680547412,N/A,10813317737882193,10813317737887318,10813317591790012,87019.555,1220.512,33.32,0.0,-0.018,10813317676406484,False,88273.369,26.249,74385.527,821.84,11116.028,492.76,13.687,7.191,2348.031,0.0,0.0,0.0,0.0,False,True,False,0,0,0,0,0,0,139798643822944,0,135213808,5,previous_put_or_self_copy,False
13042,all_to_one_like,0,1,normal,5,5,5,512,10813317589952429,10813317590025948,10813317590211804,10813317590237477,10813317682231016,10813317682387348,10813317682455116,10813317695012507,10813317682528555,10813317695055941,10813317696261187,10813317696257721,10813317696265517,10813317696281346,10813317696287469,10813317696293927,10813317696294490,10813317699283553,N/A,10813317737889365,10813317737893474,10813317591790012,104800.703,1248.68,32.74,0.563,0.563,10813317694482142,False,106082.686,25.673,92217.639,822.342,11088.067,487.451,12.581,6.458,2989.063,0.0,0.0,0.0,0.563,False,True,False,0,0,0,0,0,0,139798643824064,0,135213808,6,previous_put_or_self_copy,False
13042,all_to_one_like,0,1,normal,6,7,6+7,1024,10813317591543595,10813317591604028,10813317591790012,10813317591815185,10813317703779791,10813317704111659,10813317704183255,10813317730123874,10813317704273765,10813317730186312,10813317732394045,10813317732390637,10813317732401603,10813317732418964,10813317732438822,10813317732446109,10813317732446818,10813317737851474,N/A,10813317737896538,10813317737900631,10813317591790012,138333.862,2270.171,52.064,0.709,0.709,10813317728679320,False,140656.806,25.173,112368.07,1630.838,22724.451,1394.437,27.145,7.287,5404.656,0.0,0.0,0.0,0.709,False,True,False,0,0,0,0,0,0,139798643825856,0,135213808,7,previous_put_or_self_copy,False
13042,zero_sized_pair,0,1,normal,0,0,0,512,10813318845149374,10813318845411568,10813318845908112,10813318846016663,10813318850233458,10813318850325076,10813318850410109,10813318863285848,10813318850523957,10813318863329131,10813318864724844,10813318864721138,10813318864730977,10813318864751866,10813318864758788,10813318864766814,10813318864766420,10813318864783834,N/A,10813318991593944,10813318991602131,10813318850980624,17377.736,1438.996,41.97,0.0,-0.394,10813318862543208,False,18858.308,108.551,4393.446,837.571,11122.06,684.958,14.948,8.026,17.414,0.0,0.0,0.0,0.0,False,True,False,0,0,0,0,0,0,139798367442592,0,135213808,1,origin_event,False
13042,zero_sized_pair,0,1,normal,1,1,1,512,10813318846009225,10813318848350960,10813318848707376,10813318848748287,10813318868741825,10813318868835375,10813318868908154,10813318881614655,10813318868989822,10813318881657706,10813318882855788,10813318882852374,10813318882860519,10813318882881339,10813318882888438,10813318882895787,10813318882896342,10813318882910678,N/A,10813318991611350,10813318991616475,10813318850980624,32907.279,1241.133,39.999,0.555,0.555,10813318880992454,False,34188.966,40.911,20159.867,838.275,11117.23,568.66,14.448,7.349,14.336,0.0,0.0,0.0,0.555,False,True,False,0,0,0,0,0,0,139798367443712,0,135213808,2,previous_put_or_self_copy,False
13042,zero_sized_pair,0,1,normal,2,2,2,512,10813318848747896,10813318848817200,10813318849039536,10813318849068681,10813318886747139,10813318886856375,10813318886928862,10813318899661808,10813318887004638,10813318899704688,10813318900885352,10813318900882309,10813318900890581,10813318900910040,10813318900916065,10813318900923150,10813318900923865,10813318900938193,N/A,10813318991625694,10813318991630803,10813318850980624,50622.272,1223.544,37.798,0.715,0.715,10813318898994967,False,51884.329,29.145,37860.181,821.551,11120.459,519.599,13.11,7.085,14.328,0.0,0.0,0.0,0.715,False,True,False,0,0,0,0,0,0,139798367444832,0,135213808,3,previous_put_or_self_copy,False
13042,zero_sized_pair,0,1,normal,3,3,3,512,10813318849068712,10813318849132464,10813318849332240,10813318849359211,10813318904742422,10813318904866918,10813318904939394,10813318917557824,10813318905017538,10813318917601126,10813318918758246,10813318918754047,10813318918762929,10813318918779752,10813318918786177,10813318918793107,10813318918793693,10813318918831584,N/A,10813318991638991,10813318991644131,10813318850980624,68225.584,1200.422,34.861,0.586,0.586,10813318917008198,False,69461.453,26.971,55580.183,828.384,11115.507,498.09,13.355,6.93,37.891,0.0,0.0,0.0,0.586,False,True,False,0,0,0,0,0,0,139798368584208,0,135213808,4,previous_put_or_self_copy,False
13042,zero_sized_pair,0,1,normal,4,4,4,512,10813318849359223,10813318849419824,10813318849607536,10813318849633778,10813318922722202,10813318922864354,10813318922936057,10813318935525656,10813318923012735,10813318935568228,10813318936767340,10813318936764280,10813318936772806,10813318936789292,10813318936818759,10813318936826216,10813318936826334,10813318936911318,N/A,10813318991652319,10813318991656412,10813318850980624,85918.12,1241.684,58.876,0.118,0.118,10813318934990638,False,87218.798,26.242,73302.279,823.787,11108.653,482.695,36.924,7.457,84.984,0.0,0.0,0.0,0.118,False,True,False,0,0,0,0,0,0,139798368585328,0,135213808,5,previous_put_or_self_copy,False
13042,zero_sized_pair,0,1,normal,5,5,5,512,10813318849633864,10813318849710128,10813318849901744,10813318849928791,10813318940737573,10813318940902400,10813318940972838,10813318953600083,10813318941077791,10813318953642859,10813318954844016,10813318954839487,10813318954847521,10813318954864333,10813318954870650,10813318954877301,10813318954878428,10813318954952146,N/A,10813318991664600,10813318991669709,10813318850980624,103698.339,1243.933,33.285,1.127,1.127,10813318953063397,False,104976.684,27.047,91044.047,821.885,11117.505,483.045,12.968,6.651,73.718,0.0,0.0,0.0,1.127,False,True,False,0,0,0,0,0,0,139798368586448,0,135213808,6,previous_put_or_self_copy,False
13042,zero_sized_pair,0,1,normal,6,7,6+7,1024,10813318850729739,10813318850790320,10813318850980624,10813318851007057,10813318962823633,10813318963136489,10813318963208297,10813318989131476,10813318963310301,10813318989201254,10813318991421286,10813318991412905,10813318991422243,10813318991439700,10813318991445929,10813318991454010,10813318991453646,10813318991551959,N/A,10813318991676881,10813318999806412,10813318850980624,138150.852,2289.81,32.724,0.0,-0.364,10813318987713617,False,140473.022,26.433,112201.24,1640.21,22712.662,1361.048,14.31,8.081,98.313,0.0,0.0,0.0,0.0,False,True,False,0,0,0,0,0,0,139798368588240,0,135213808,7,previous_put_or_self_copy,False
13042,multiple_progressive_shards,0,1,normal,0,0,0,128,10813320140879516,10813320141079528,10813320141588232,10813320141677007,10813320142912968,10813320142996739,10813320143083937,10813320146619693,10813320143200852,10813320146662966,10813320147319346,10813320147314404,10813320147324875,10813320147343028,10813320147349984,10813320147357474,10813320147357998,10813320147647795,N/A,10813320292421928,10813320292427053,10813320145596712,5031.461,699.653,38.128,0.524,0.524,10813320146372460,False,5769.766,88.775,1406.93,239.351,2877.026,188.639,14.446,7.49,289.797,0.0,0.0,0.0,0.524,False,True,False,0,0,0,0,0,0,139798368571072,0,135213808,1,origin_event,False
13042,multiple_progressive_shards,0,1,normal,1,1,1,256,10813320141665630,10813320142455880,10813320143298792,10813320143332657,10813320149573573,10813320149670585,10813320149756218,10813320156350843,10813320149831590,10813320156391985,10813320157309496,10813320157304531,10813320157311510,10813320157326746,10813320157332758,10813320157339153,10813320157339943,10813320158285115,N/A,10813320292430147,10813320292434240,10813320145596712,13052.051,958.653,29.657,0.79,0.79,10813320155993346,False,14041.151,33.865,6423.561,412.304,5707.512,309.998,12.407,6.395,945.172,0.0,0.0,0.0,0.79,False,True,False,0,0,0,0,0,0,139798368570512,0,135213808,2,previous_put_or_self_copy,False
13042,multiple_progressive_shards,0,1,normal,2,2,2,384,10813320143332219,10813320143419272,10813320143854984,10813320143882594,10813320160218038,10813320160337389,10813320160426493,10813320170085595,10813320160499152,10813320170126894,10813320171179568,10813320171174725,10813320171181999,10813320171196811,10813320171203161,10813320171209768,10813320171211053,10813320172123443,N/A,10813320292436271,10813320292441396,10813320145596712,26230.611,1093.973,30.2,1.285,1.285,10813320169596695,False,27356.069,27.61,16543.899,613.033,8431.1,443.318,12.957,6.607,912.39,0.0,0.0,0.0,1.285,False,True,False,0,0,0,0,0,0,139798368569728,0,135213808,3,previous_put_or_self_copy,False
13042,multiple_progressive_shards,0,1,normal,3,3,3,512,10813320143882793,10813320143962216,10813320144192616,10813320144217035,10813320175117221,10813320175231314,10813320175309564,10813320188388163,10813320175383462,10813320188433977,10813320189803057,10813320189797394,10813320189804622,10813320189820157,10813320189825671,10813320189832563,10813320189833521,10813320190645553,N/A,10813320292443459,10813320292448584,10813320145596712,44195.547,1414.894,29.506,0.958,0.958,10813320187614789,False,45640.905,24.419,31092.529,836.985,11350.872,726.039,12.406,6.892,812.032,0.0,0.0,0.0,0.958,False,True,False,0,0,0,0,0,0,139798368568608,0,135213808,4,previous_put_or_self_copy,False
13042,multiple_progressive_shards,0,1,normal,4,4,4,640,10813320144217136,10813320144283400,10813320144507624,10813320144532899,10813320194459484,10813320194589868,10813320194694689,10813320210962705,10813320194784960,10813320211012148,10813320212586031,10813320212580876,10813320212588476,10813320212604800,10813320212610549,10813320212618227,10813320212618537,10813320213802287,N/A,10813320292450616,10813320292455709,10813320145596712,66455.081,1623.326,32.196,0.31,0.31,10813320210056034,False,68110.913,25.275,50161.79,1024.231,14200.084,856.347,13.427,7.678,1183.75,0.0,0.0,0.0,0.31,False,True,False,0,0,0,0,0,0,139798368571856,0,135213808,5,previous_put_or_self_copy,False
13042,multiple_progressive_shards,0,1,normal,5,5,5,768,10813320144532885,10813320144629672,10813320144880840,10813320144911379,10813320218089748,10813320218227568,10813320218309476,10813320237492553,10813320218388940,10813320237543993,10813320239393328,10813320239388066,10813320239396226,10813320239413266,10813320239418989,10813320239425946,10813320239426865,10813320240597303,N/A,10813320292458803,10813320292462896,10813320145596712,92611.713,1900.775,32.618,0.919,0.919,10813320236482012,False,94546.025,30.539,73398.097,1222.112,16822.167,957.23,12.68,6.957,1170.438,0.0,0.0,0.0,0.919,False,True,False,0,0,0,0,0,0,139798368574768,0,135213808,6,previous_put_or_self_copy,False
13042,multiple_progressive_shards,0,1,normal,6,7,6+7,1408,10813320145260049,10813320145363272,10813320145596712,10813320145621388,10813320249571745,10813320249869567,10813320249976558,10813320285511057,10813320250058701,10813320285584933,10813320288721468,10813320288717754,10813320288727884,10813320288746772,10813320288753504,10813320288761392,10813320288762178,10813320292401459,N/A,10813320292465960,10813320293947678,10813320145596712,139914.345,3210.411,39.924,0.786,0.786,10813320283549536,False,143165.466,24.676,104355.17,2248.539,31182.85,1900.522,14.62,7.888,3639.281,0.0,0.0,0.0,0.786,False,True,False,0,0,0,0,0,0,139798368575888,0,135213808,7,previous_put_or_self_copy,False
13142,balanced,0,0,normal,0,0,0,512,10813334393716732,10813334394216276,10813334529606128,10813334529861617,10813334535583367,10813334535740898,10813334535907678,10813334549948544,10813334536068172,10813334550001810,10813334551947398,10813334551941792,10813334551951146,10813334552091513,10813334552098187,10813334552275409,10813334552107205,10813334553329861,N/A,10813334688095424,10813334688108736,10813334535271320,20342.416,1998.854,328.011,0.0,-168.204,10813334549214731,False,22501.077,255.489,6046.061,831.988,12236.244,625.011,183.896,177.222,1222.656,0.0,0.0,0.0,0.0,False,True,False,0,0,0,0,0,0,140299261776112,0,167117616,1,origin_event,False
13142,balanced,0,0,normal,1,1,1,512,10813334529860571,10813334532757816,10813334533237904,10813334533303576,10813334556019283,10813334556120060,10813334556236827,10813334570338518,10813334556311114,10813334570385538,10813334571715739,10813334571709987,10813334571722190,10813334571814581,10813334571821243,10813334571827799,10813334571829455,10813334572470455,N/A,10813334688110799,10813334688115924,10813334535271320,37100.614,1377.221,112.06,1.656,1.656,10813334568426526,False,38591.551,65.672,22933.251,833.312,11230.15,1849.736,13.218,6.556,641.0,0.0,0.0,0.0,1.656,False,True,False,0,0,0,0,0,0,140299261777232,0,167117616,2,previous_put_or_self_copy,False
13142,balanced,0,0,normal,2,2,2,512,10813334533304075,10813334533423634,10813334533674488,10813334533702097,10813334575548711,10813334575640024,10813334575720894,10813334588389446,10813334575787095,10813334588432536,10813334589724802,10813334589716738,10813334589723861,10813334589808362,10813334589814818,10813334589821255,10813334589823143,10813334590723268,N/A,10813334688117955,10813334688123080,10813334535271320,54714.958,1335.356,96.453,1.888,1.888,10813334587879804,False,56148.655,27.609,42018.797,838.518,11209.862,461.553,12.893,6.437,900.125,0.0,0.0,0.0,1.888,False,True,False,0,0,0,0,0,0,140299261778352,0,167117616,3,previous_put_or_self_copy,False
13142,balanced,0,0,normal,3,3,3,512,10813334533702421,10813334533787572,10813334534006962,10813334534031451,10813334593588186,10813334593706470,10813334593801319,10813334606413668,10813334593867439,10813334606459025,10813334607728770,10813334607719750,10813334607726523,10813334607810361,10813334607815910,10813334607821796,10813334607824080,10813334608669893,N/A,10813334688125143,10813334688131268,10813334535271320,72406.706,1315.102,93.026,2.284,2.284,10813334605913827,False,73817.118,24.489,59769.868,827.082,11176.791,448.424,11.435,5.886,845.813,0.0,0.0,0.0,2.284,False,True,False,0,0,0,0,0,0,140299261779472,0,167117616,4,previous_put_or_self_copy,False
13142,balanced,0,0,normal,4,4,4,512,10813334534032267,10813334534107152,10813334534311284,10813334534334662,10813334611592120,10813334611718736,10813334611809891,10813334624507561,10813334611874590,10813334624552073,10813334625838206,10813334625830613,10813334625837291,10813334625923987,10813334625929771,10813334625935555,10813334625938643,10813334626587830,N/A,10813334688133299,10813334688138424,10813334535271320,90196.277,1330.645,97.349,3.088,3.088,10813334623928919,False,91627.359,23.378,77475.229,828.999,11182.059,524.478,11.568,5.784,649.187,0.0,0.0,0.0,3.088,False,True,False,0,0,0,0,0,0,140299261780592,0,167117616,5,previous_put_or_self_copy,False
13142,balanced,0,0,normal,5,5,5,512,10813334534335427,10813334534418324,10813334534707828,10813334534732259,10813334629599621,10813334629738509,10813334629817028,10813334642524690,10813334629888522,10813334642567301,10813334643882121,10813334643873180,10813334643879887,10813334643965791,10813334643971721,10813334643977701,10813334643980486,10813334644579549,N/A,10813334688140486,10813334688145611,10813334535271320,107816.862,1357.431,95.58,2.785,2.785,10813334641953078,False,109272.658,24.431,95084.769,832.65,11189.504,524.284,11.91,5.98,599.063,0.0,0.0,0.0,2.785,False,True,False,0,0,0,0,0,0,140299261781712,0,167117616,6,previous_put_or_self_copy,False
13142,balanced,0,0,normal,6,7,6+7,1024,10813334535018141,10813334535085270,10813334535271320,10813334535295225,10813334651067300,10813334651356405,10813334651518573,10813334683570765,10813334651585708,10813334683621500,10813334685789317,10813334685780445,10813334685787424,10813334685879459,10813334685885699,10813334685891835,10813334685894830,10813334688093393,N/A,10813334688147643,10813334697717955,10813334535271320,148299.445,2218.552,102.518,2.995,2.995,10813334680340887,False,150623.51,23.905,116223.348,1640.582,27069.38,3180.199,12.376,6.136,2198.563,0.0,0.0,0.0,2.995,False,True,False,0,0,0,0,0,0,140299261783504,0,167117616,7,previous_put_or_self_copy,False
13142,balanced,0,0,router_absent,0,0,0,512,10813335447122467,10813335447272178,10813335447988338,10813335448064369,10813335451917660,10813335451991370,10813335452093535,10813335464919514,10813335452161484,10813335464961691,10813335466374815,10813335466371643,10813335466379589,10813335466478425,10813335466484442,10813335466492233,10813335466490560,10813335468381896,N/A,10813335601638084,10813335601643209,10813335563089774,16931.176,1455.301,117.418,0.0,-1.673,10813335464291288,True,18502.222,76.031,4029.166,829.64,11252.649,577.144,13.808,7.791,1891.336,0.0,0.0,0.0,0.0,True,False,True,0,0,0,0,0,0,140299261773984,0,167117616,1,origin_event,False
13142,balanced,0,0,router_absent,1,1,1,512,10813335466539000,10813335466658578,10813335468412210,10813335468410504,10813335472051667,10813335472138522,10813335472243333,10813335484932403,10813335472307170,10813335484972701,10813335486322333,10813335486318409,10813335486325619,10813335486411251,10813335486417755,10813335486424133,10813335486423748,10813335486948037,N/A,10813335601646272,10813335601650381,10813335563089774,16520.193,1389.93,101.8,0.0,-0.385,10813335484333289,True,18011.538,-1.706,3832.829,827.657,11155.4,551.233,12.882,6.378,524.289,0.0,0.0,0.0,0.0,True,False,True,0,0,0,0,0,0,140299261773200,0,167117616,2,previous_put_or_self_copy,False
13142,balanced,0,0,router_absent,2,2,2,512,10813335486465964,10813335486554290,10813335486952626,10813335486950851,10813335490597412,10813335490682828,10813335490747812,10813335503463485,10813335490818854,10813335503504034,10813335504838309,10813335504833972,10813335504840828,10813335504923907,10813335504930083,10813335504935541,10813335504936646,10813335505782474,N/A,10813335601653444,10813335601657553,10813335563089774,16510.859,1374.824,97.232,1.105,1.105,10813335502855383,True,17984.02,-1.775,3796.961,825.998,11168.205,562.173,11.634,5.458,845.828,0.0,0.0,0.0,1.105,True,False,True,0,0,0,0,0,0,140299261783392,0,167117616,3,previous_put_or_self_copy,False
13142,balanced,0,0,router_absent,3,3,3,512,10813335504974656,10813335505056244,10813335505806514,10813335505804839,10813335509343652,10813335509517234,10813335509595393,10813335522269753,10813335509669802,10813335522309790,10813335523597983,10813335523593063,10813335523599764,10813335523686178,10813335523692188,10813335523697940,10813335523699396,10813335525076678,N/A,10813335601659584,10813335601664709,10813335563089774,16463.239,1328.23,99.957,1.456,1.456,10813335521686144,True,17892.882,-1.675,3790.554,828.538,11146.674,536.199,11.762,5.752,1377.282,0.0,0.0,0.0,1.456,True,False,True,0,0,0,0,0,0,140299261786528,0,167117616,4,previous_put_or_self_copy,False
13142,balanced,0,0,router_absent,4,4,4,512,10813335523734580,10813335523816498,10813335525107888,10813335525106003,10813335528667848,10813335528790537,10813335528868447,10813335541523550,10813335528943778,10813335541563040,10813335542849188,10813335542846011,10813335542852706,10813335542933776,10813335542939676,10813335542945253,10813335542946506,10813335544201912,N/A,10813335601667788,10813335601671881,10813335563089774,16415.662,1325.638,96.065,1.253,1.253,10813335540951575,True,17838.618,-1.885,3762.444,828.544,11137.377,524.494,11.477,5.577,1255.406,0.0,0.0,0.0,1.253,True,False,True,0,0,0,0,0,0,140299261787648,0,167117616,5,previous_put_or_self_copy,False
13142,balanced,0,0,router_absent,5,5,5,512,10813335542984109,10813335543100342,10813335544236176,10813335544234035,10813335547856523,10813335547991627,10813335548074701,10813335560732558,10813335548146804,10813335560772253,10813335562070685,10813335562065921,10813335562072601,10813335562153263,10813335562159170,10813335562164430,10813335562166974,10813335563000521,N/A,10813335601673913,10813335601679053,10813335563089774,16496.382,1338.127,93.745,2.544,2.544,10813335560160185,True,17930.798,-2.141,3840.666,828.284,11144.314,526.102,11.167,5.26,833.547,0.0,0.0,0.0,2.544,True,False,True,0,0,0,0,0,0,140297724723952,0,167117616,6,previous_put_or_self_copy,False
13142,balanced,0,0,router_absent,6,7,6+7,1024,10813335562510486,10813335563036498,10813335563089774,10813335563087668,10813335570199985,10813335570480494,10813335570555928,10813335596464942,10813335570634015,10813335596508826,10813335598747290,10813335598742117,10813335598749626,10813335598834705,10813335598840365,10813335598846579,10813335598847693,10813335601636037,N/A,10813335601681084,10813335601686224,10813335563089774,33375.168,2282.348,99.289,1.114,1.114,10813335595050524,False,35757.919,-2.106,7468.26,1645.104,22727.161,1365.418,11.874,6.214,2788.344,0.0,0.0,0.0,1.114,False,True,False,0,0,0,0,0,0,140297725033536,0,167117616,7,previous_put_or_self_copy,False
13142,balanced,0,0,dependency_resolved,0,0,0,512,10813336252225782,10813336252362840,10813336252734648,10813336252792945,10813336256829031,10813336256903160,10813336257005901,10813336270153335,10813336257096572,10813336270192640,10813336271575033,10813336271573609,10813336271585273,10813336271673210,10813336271679793,10813336271687136,10813336271685068,10813336272977357,N/A,10813336399326670,10813336399331795,10813336257526904,17418.687,1421.698,112.103,0.0,-2.068,10813336269405124,False,18950.42,58.297,4212.956,898.489,11363.86,696.508,13.926,7.343,1292.289,0.0,0.0,0.0,0.0,False,True,False,0,0,0,0,0,0,140297724728544,0,167117616,1,origin_event,True
