rank,category,name,start_us,duration_us,end_us,device,stream,grid,block,registers_per_thread,shared_memory,blocks_per_sm,warps_per_sm,estimated_occupancy_percent
0,kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",3649353038447.623,2.592,3649353038450.215,0,7,"[63, 1, 1]","[128, 1, 1]",16,0,0.7875,3.15,5
0,kernel,"void at::native::index_elementwise_kernel<128, 4, at::native::index_copy_kernel_impl<at::native::OpaqueType<4> >(at::TensorIterator&, long, long, long)::{lambda(int)#1}>(long, at::native::index_copy_kernel_impl<at::native::OpaqueType<4> >(at::TensorIterator&, long, long, long)::{lambda(int)#1})",3649353038476.039,4.512,3649353038480.5513,0,7,"[32, 1, 1]","[128, 1, 1]",32,0,0.4,1.6,3
0,gpu_memcpy,Memcpy HtoD (Pageable -> Device),3649353038562.663,2.304,3649353038564.9673,0,7,,,,,,,
0,kernel,"void at::native::vectorized_gather_kernel<16, long>(char*, char*, long*, int, long, long, long, long, bool)",3649353038631.334,23.872,3649353038655.206,0,7,"[1050, 2, 1]","[256, 1, 1]",32,0,26.25,210.0,100
0,kernel,volta_sgemm_32x32_sliced1x4_nn,3649353038710.598,33.311,3649353038743.909,0,7,"[1, 33, 5]","[128, 1, 1]",86,32768,2.0625,8.25,13
0,kernel,"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, false, float, float, float, true, false, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*, float*, float*, float const*, float const*, float const*, float const*, float const*)",3649353038744.773,2.848,3649353038747.621,0,7,"[1, 66, 1]","[32, 16, 1]",32,0,0.825,13.2,21
0,kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",3649353038782.021,3.072,3649353038785.093,0,7,"[132, 1, 1]","[128, 1, 1]",16,0,1.65,6.6,10
0,kernel,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",3649353038831.045,2.816,3649353038833.861,0,7,"[33, 1, 1]","[128, 1, 1]",24,0,0.4125,1.65,3
0,kernel,volta_sgemm_128x32_nn,3649353038894.917,5.855,3649353038900.772,0,7,"[1, 33, 1]","[256, 1, 1]",57,16384,0.4125,3.3,5
0,kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",3649353038938.052,2.624,3649353038940.676,0,7,"[66, 1, 1]","[128, 1, 1]",16,0,0.825,3.3,5
0,kernel,"void at::native::index_elementwise_kernel<128, 4, at::native::index_copy_kernel_impl<at::native::OpaqueType<4> >(at::TensorIterator&, long, long, long)::{lambda(int)#1}>(long, at::native::index_copy_kernel_impl<at::native::OpaqueType<4> >(at::TensorIterator&, long, long, long)::{lambda(int)#1})",3649353038971.748,4.512,3649353038976.2603,0,7,"[33, 1, 1]","[128, 1, 1]",32,0,0.4125,1.65,3
0,gpu_memcpy,Memcpy DtoH (Device -> Pageable),3649353039095.971,21.376,3649353039117.347,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoH (Device -> Pageable),3649353373483.512,80.671,3649353373564.183,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoH (Device -> Pageable),3649353374092.692,2.112,3649353374094.8037,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoH (Device -> Pageable),3649353374147.476,2.336,3649353374149.812,0,7,,,,,,,
0,gpu_memcpy,Memcpy DtoH (Device -> Pageable),3649353374193.204,2.368,3649353374195.5723,0,7,,,,,,,
1,kernel,volta_sgemm_32x32_sliced1x4_nn,3649352540145.915,19.071,3649352540164.986,1,21,"[1, 16, 12]","[128, 1, 1]",86,32768,2.4,9.6,15
1,kernel,"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, false, float, float, float, true, false, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*, float*, float*, float const*, float const*, float const*, float const*, float const*)",3649352551311.722,3.008,3649352551314.73,1,21,"[1, 32, 1]","[32, 16, 1]",32,0,0.4,6.4,10
1,kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",3649352562514.33,2.912,3649352562517.242,1,21,"[8, 1, 1]","[128, 1, 1]",16,0,0.1,0.4,1
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352562679.673,1.824,3649352562681.497,1,21,,,,,,,
1,kernel,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1}, std::array<char*, 3ul> >(int, at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1}, std::array<char*, 3ul>)",3649352614384.056,1.888,3649352614385.9443,1,21,"[2, 1, 1]","[128, 1, 1]",32,0,0.025,0.1,0
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352614574.04,1.792,3649352614575.832,1,21,,,,,,,
1,kernel,"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)",3649352614620.535,1.632,3649352614622.167,1,21,"[1, 1, 1]","[64, 1, 1]",16,0,0.0125,0.025,0
1,kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1})",3649352624889.035,2.688,3649352624891.723,1,21,"[8, 1, 1]","[128, 1, 1]",16,0,0.1,0.4,1
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352624954.219,1.632,3649352624955.851,1,21,,,,,,,
1,kernel,"void at::native::radixSortKVInPlace<2, -1, 16, 2, float, long, unsigned int>(at::cuda::detail::TensorInfo<float, unsigned int>, unsigned int, unsigned int, unsigned int, at::cuda::detail::TensorInfo<long, unsigned int>, unsigned int, bool)",3649352647015.275,8.672,3649352647023.947,1,21,"[512, 1, 1]","[16, 1, 1]",44,672,6.4,3.2,5
1,kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1})",3649352647213.802,2.72,3649352647216.522,1,21,"[2, 1, 1]","[128, 1, 1]",16,0,0.025,0.1,0
1,gpu_memcpy,Memcpy DtoH (Device -> Pinned),3649352647240.682,2.208,3649352647242.89,1,21,,,,,,,
1,kernel,volta_sgemm_32x32_sliced1x4_nn,3649352650294.397,21.119,3649352650315.516,1,21,"[1, 16, 12]","[128, 1, 1]",86,32768,2.4,9.6,15
1,kernel,"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, false, float, float, float, true, false, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*, float*, float*, float const*, float const*, float const*, float const*, float const*)",3649352650316.476,3.488,3649352650319.964,1,21,"[1, 32, 1]","[32, 16, 1]",32,0,0.4,6.4,10
1,kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",3649352650411.26,3.392,3649352650414.652,1,21,"[8, 1, 1]","[128, 1, 1]",16,0,0.1,0.4,1
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352650473.436,1.888,3649352650475.324,1,21,,,,,,,
1,kernel,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1}, std::array<char*, 3ul> >(int, at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1}, std::array<char*, 3ul>)",3649352650491.708,1.984,3649352650493.692,1,21,"[2, 1, 1]","[128, 1, 1]",32,0,0.025,0.1,0
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352650534.684,1.472,3649352650536.1562,1,21,,,,,,,
1,kernel,"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)",3649352650564.028,1.6,3649352650565.628,1,21,"[1, 1, 1]","[64, 1, 1]",16,0,0.0125,0.025,0
1,kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1})",3649352650581.723,2.592,3649352650584.315,1,21,"[8, 1, 1]","[128, 1, 1]",16,0,0.1,0.4,1
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352650593.147,1.44,3649352650594.587,1,21,,,,,,,
1,kernel,"void at::native::radixSortKVInPlace<2, -1, 16, 2, float, long, unsigned int>(at::cuda::detail::TensorInfo<float, unsigned int>, unsigned int, unsigned int, unsigned int, at::cuda::detail::TensorInfo<long, unsigned int>, unsigned int, bool)",3649352650608.379,8.0,3649352650616.379,1,21,"[512, 1, 1]","[16, 1, 1]",44,672,6.4,3.2,5
1,kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1})",3649352650682.363,2.24,3649352650684.603,1,21,"[2, 1, 1]","[128, 1, 1]",16,0,0.025,0.1,0
1,gpu_memcpy,Memcpy DtoH (Device -> Pinned),3649352650695.355,1.696,3649352650697.051,1,21,,,,,,,
1,kernel,volta_sgemm_32x32_sliced1x4_nn,3649352650956.122,18.944,3649352650975.066,1,21,"[1, 16, 12]","[128, 1, 1]",86,32768,2.4,9.6,15
1,kernel,"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, false, float, float, float, true, false, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*, float*, float*, float const*, float const*, float const*, float const*, float const*)",3649352650975.994,2.432,3649352650978.4263,1,21,"[1, 32, 1]","[32, 16, 1]",32,0,0.4,6.4,10
1,kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",3649352650992.282,2.368,3649352650994.6504,1,21,"[8, 1, 1]","[128, 1, 1]",16,0,0.1,0.4,1
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352651029.049,1.504,3649352651030.5527,1,21,,,,,,,
1,kernel,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1}, std::array<char*, 3ul> >(int, at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1}, std::array<char*, 3ul>)",3649352651050.33,1.76,3649352651052.09,1,21,"[2, 1, 1]","[128, 1, 1]",32,0,0.025,0.1,0
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352651078.265,1.472,3649352651079.7373,1,21,,,,,,,
1,kernel,"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)",3649352651098.713,1.312,3649352651100.025,1,21,"[1, 1, 1]","[64, 1, 1]",16,0,0.0125,0.025,0
1,kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1})",3649352651112.665,2.208,3649352651114.873,1,21,"[8, 1, 1]","[128, 1, 1]",16,0,0.1,0.4,1
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352651124.121,1.44,3649352651125.561,1,21,,,,,,,
1,kernel,"void at::native::radixSortKVInPlace<2, -1, 16, 2, float, long, unsigned int>(at::cuda::detail::TensorInfo<float, unsigned int>, unsigned int, unsigned int, unsigned int, at::cuda::detail::TensorInfo<long, unsigned int>, unsigned int, bool)",3649352651135.993,8.0,3649352651143.993,1,21,"[512, 1, 1]","[16, 1, 1]",44,672,6.4,3.2,5
1,kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1})",3649352651189.721,2.272,3649352651191.993,1,21,"[2, 1, 1]","[128, 1, 1]",16,0,0.025,0.1,0
1,gpu_memcpy,Memcpy DtoH (Device -> Pinned),3649352651201.753,1.696,3649352651203.4487,1,21,,,,,,,
1,kernel,volta_sgemm_32x32_sliced1x4_nn,3649352651368.952,16.896,3649352651385.848,1,21,"[1, 16, 12]","[128, 1, 1]",86,32768,2.4,9.6,15
1,kernel,"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, false, float, float, float, true, false, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*, float*, float*, float const*, float const*, float const*, float const*, float const*)",3649352651386.872,2.432,3649352651389.304,1,21,"[1, 32, 1]","[32, 16, 1]",32,0,0.4,6.4,10
1,kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",3649352651400.664,2.368,3649352651403.032,1,21,"[8, 1, 1]","[128, 1, 1]",16,0,0.1,0.4,1
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352651434.072,1.472,3649352651435.544,1,21,,,,,,,
1,kernel,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1}, std::array<char*, 3ul> >(int, at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1}, std::array<char*, 3ul>)",3649352651446.456,1.728,3649352651448.184,1,21,"[2, 1, 1]","[128, 1, 1]",32,0,0.025,0.1,0
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352651471.608,1.44,3649352651473.048,1,21,,,,,,,
1,kernel,"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)",3649352651490.199,1.344,3649352651491.5435,1,21,"[1, 1, 1]","[64, 1, 1]",16,0,0.0125,0.025,0
1,kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1})",3649352651503.159,2.176,3649352651505.335,1,21,"[8, 1, 1]","[128, 1, 1]",16,0,0.1,0.4,1
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352651513.687,1.472,3649352651515.159,1,21,,,,,,,
1,kernel,"void at::native::radixSortKVInPlace<2, -1, 16, 2, float, long, unsigned int>(at::cuda::detail::TensorInfo<float, unsigned int>, unsigned int, unsigned int, unsigned int, at::cuda::detail::TensorInfo<long, unsigned int>, unsigned int, bool)",3649352651525.047,8.032,3649352651533.079,1,21,"[512, 1, 1]","[16, 1, 1]",44,672,6.4,3.2,5
1,kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1})",3649352651576.791,2.24,3649352651579.0312,1,21,"[2, 1, 1]","[128, 1, 1]",16,0,0.025,0.1,0
1,gpu_memcpy,Memcpy DtoH (Device -> Pinned),3649352651588.183,1.696,3649352651589.879,1,21,,,,,,,
1,kernel,volta_sgemm_32x32_sliced1x4_nn,3649352651763.958,16.352,3649352651780.31,1,21,"[1, 16, 12]","[128, 1, 1]",86,32768,2.4,9.6,15
1,kernel,"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, false, float, float, float, true, false, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*, float*, float*, float const*, float const*, float const*, float const*, float const*)",3649352651781.27,2.432,3649352651783.702,1,21,"[1, 32, 1]","[32, 16, 1]",32,0,0.4,6.4,10
1,kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",3649352651795.67,2.4,3649352651798.07,1,21,"[8, 1, 1]","[128, 1, 1]",16,0,0.1,0.4,1
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352651883.382,1.504,3649352651884.8857,1,21,,,,,,,
1,kernel,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1}, std::array<char*, 3ul> >(int, at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1}, std::array<char*, 3ul>)",3649352651896.79,1.728,3649352651898.518,1,21,"[2, 1, 1]","[128, 1, 1]",32,0,0.025,0.1,0
1,gpu_memcpy,Memcpy DtoD (Device -> Device),3649352651961.973,1.44,3649352651963.413,1,21,,,,,,,
